Mcat Name,Subcat name,PC_ITEM_ID,PC_ITEM_NAME,FK_IM_SPEC_MASTER_DESC,FK_IM_SPEC_OPTIONS_DESC,PC_ITEM_FOB_PRICE,PC_ITEM_MOQ_UNIT_TYPE
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5023,MG3775 Juicer Mixer,Grinder Type,Mixer Grinder,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5023,MG3775 Juicer Mixer,Color,White & Red,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5024,Mixer Grinder Sapphire,Brand,Sparrow,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5024,Mixer Grinder Sapphire,Grinder Type,Food Mixer,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5024,Mixer Grinder Sapphire,Model Number,SPOC-043,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5024,Mixer Grinder Sapphire,Usage/Application,MIXER,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5024,Mixer Grinder Sapphire,Wattage,501 W - 750 W,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5024,Mixer Grinder Sapphire,Color,WHITE,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5025,Juicer Juicy,Model Number,SPC-049,790,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5025,Juicer Juicy,Brand,SPARROW,790,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5025,Juicer Juicy,Usage/Application,JUICER,790,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5025,Juicer Juicy,Grinder Type,SS MESH,790,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5025,Juicer Juicy,Power,500W,790,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5025,Juicer Juicy,Color,WHITE,790,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5025,Juicer Juicy,Capacity,500W,790,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5026,Juicer Mixer Grinder,Model Number,Sujata,4499,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5026,Juicer Mixer Grinder,Spare Part Name,JMG,4499,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5026,Juicer Mixer Grinder,Brand,Sujata,4499,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5026,Juicer Mixer Grinder,Grinder Type,Mixer Grinder,4499,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5026,Juicer Mixer Grinder,Power,980watts,4499,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5026,Juicer Mixer Grinder,Color,White,4499,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5026,Juicer Mixer Grinder,Capacity,980watts,4499,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5027,Juicer Mixer Grinder Combo,Wattage,501 W - 750 W,1950,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5028,Pack of 2 HAVELLS MOMENTA NV MIXER GRINDER BLUE 750 W,Brand,HAVELLS,2641,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5028,Pack of 2 HAVELLS MOMENTA NV MIXER GRINDER BLUE 750 W,Wattage,750W,2641,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5028,Pack of 2 HAVELLS MOMENTA NV MIXER GRINDER BLUE 750 W,Color,BLUE,2641,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5028,Pack of 2 HAVELLS MOMENTA NV MIXER GRINDER BLUE 750 W,Power,750W,2641,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5029,Aisha JMAS45G2  Juicer Mixer Grinder,Grinder Type,Offline JMG,4099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5029,Aisha JMAS45G2  Juicer Mixer Grinder,Color,White,4099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5030,Jet Mixer Grinder,Brand,Blending Wizard Pvt Ltd,1080,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5030,Jet Mixer Grinder,Wattage,501 W - 750 W,1080,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5031,JUICER MIXER GRINDER - ERICA,Place Of Origin,India,2650,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5031,JUICER MIXER GRINDER - ERICA,Grinder Type,Juicers,2650,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5031,JUICER MIXER GRINDER - ERICA,Wattage,300 W - 500 W,2650,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5031,JUICER MIXER GRINDER - ERICA,Color,Maroon-White,2650,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5031,JUICER MIXER GRINDER - ERICA,Spare Part Name,1.5L Blender Jar and 0.8 L Dry/Wet Grinder Jar,2650,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5031,JUICER MIXER GRINDER - ERICA,Power,500 W,2650,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5032,500W Juicer Mixer Grinder,Wattage,500 W,1400,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5033,500 W Juicer Mixer Grinder,Wattage,500W,4200,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5034,Juicer Mixer Grinder,Brand,Bronze,750,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5034,Juicer Mixer Grinder,Wattage,300 W - 500 W,750,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5035,Butterfly Spectra Mixer Grinder Juicer 4 Jar Black,Brand,ButterFly,5979,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5035,Butterfly Spectra Mixer Grinder Juicer 4 Jar Black,Capacity,0.4 liters,5979,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5036,Butterfly Spectra Mixer Grinder Juicer 4 Jar Black,Model Number,Butterfly Mixer Grinder,5979,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5037,Butterfly Spectra Mixer Grinder Juicer 4 Jar Black,Model Number,ButterFly Mixer Grinder,5979,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5037,Butterfly Spectra Mixer Grinder Juicer 4 Jar Black,Wattage,501 W - 750 W,5979,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5037,Butterfly Spectra Mixer Grinder Juicer 4 Jar Black,Color,Black,5979,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5038,Murphy Richards Juicer,Brand,Murphy,2600,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5038,Murphy Richards Juicer,Power,450watt,2600,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5038,Murphy Richards Juicer,Color,White,2600,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5039,Black Juicer Mixer Grinder,Brand,Maharaja Whiteline,2400,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5040,MG3775 Juicer Mixer,Brand,Usha,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5040,MG3775 Juicer Mixer,Color,White & Red,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5040,MG3775 Juicer Mixer,Grinder Type,Mixer Grinder,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5041,MG3775 Juicer Mixer,Brand,Usha,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5041,MG3775 Juicer Mixer,Grinder Type,Mixer Grinder,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5041,MG3775 Juicer Mixer,Color,White & Red,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5042,Innovare Juicer Mixer Grinder,Brand,Innovare,5299,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5042,Innovare Juicer Mixer Grinder,Grinder Type,Food Processor,5299,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5042,Innovare Juicer Mixer Grinder,Wattage,Less than 300 W,5299,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5042,Innovare Juicer Mixer Grinder,Color,White,5299,Unit
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5043,Koollin 2-In-1 Electric Juicer Mixer Grinder,Model Number,KA045,1000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5043,Koollin 2-In-1 Electric Juicer Mixer Grinder,Brand,Koollin,1000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5043,Koollin 2-In-1 Electric Juicer Mixer Grinder,Power,300 W,1000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5043,Koollin 2-In-1 Electric Juicer Mixer Grinder,Color,brown,1000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5043,Koollin 2-In-1 Electric Juicer Mixer Grinder,Capacity,1 ltr,1000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5044,MG3775 Juicer Mixer,Brand,Usha,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5044,MG3775 Juicer Mixer,Grinder Type,Mixer Grinder,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5044,MG3775 Juicer Mixer,Color,White & Red,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5045,MG3775 Juicer Mixer,Brand,Usha,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5045,MG3775 Juicer Mixer,Grinder Type,Mixer Grinder,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5045,MG3775 Juicer Mixer,Color,White & Red,4780,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5046,Yuva Plus Juicer Mixer Grinders,Model Number,KJY50W3P-DBB,3795,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5047,Bigsun Juicer Mixer Grinder,Color,White(Body material),12000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5047,Bigsun Juicer Mixer Grinder,Power,750 Watt,12000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5047,Bigsun Juicer Mixer Grinder,Brand,Bigsun,12000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5048,Padmini Juicer Mixer Grinder,Brand,Padmini,8000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5048,Padmini Juicer Mixer Grinder,Grinder Type,Blender,8000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5048,Padmini Juicer Mixer Grinder,Wattage,501 W - 750 W,8000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5049,Maharaja Whiteline Juicer Mixer Grinder,Color,White,6000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5049,Maharaja Whiteline Juicer Mixer Grinder,Brand,Maharaja Whiteline,6000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5049,Maharaja Whiteline Juicer Mixer Grinder,Power,550 Watts,6000,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5050,Sujata Powermatic Plus Juicer Mixer,Power,900w,3950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5050,Sujata Powermatic Plus Juicer Mixer,Model Number,POWERMATIC PLUS,3950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5050,Sujata Powermatic Plus Juicer Mixer,Brand,Sujata,3950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5050,Sujata Powermatic Plus Juicer Mixer,Grinder Type,Mixer juicer,3950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5050,Sujata Powermatic Plus Juicer Mixer,Color,White,3950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5050,Sujata Powermatic Plus Juicer Mixer,Capacity,900w,3950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5051,Lifetime 1400 Watt Mixer Grinder by Priish,Grinder Type,Blender,5990,Pack
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5052,"Ibs Smm98 Smoothie Maker Milkshake Mini Ice Blender 120 w Juicer Mixer Grinder  (Red, 3 Jars)",Wattage,120 W,1499,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5052,"Ibs Smm98 Smoothie Maker Milkshake Mini Ice Blender 120 w Juicer Mixer Grinder  (Red, 3 Jars)",Color,red,1499,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5053,Lifetime 1400 Watt Mixer Grinder by Priish,Brand,Life Time,5990,Pack
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5053,Lifetime 1400 Watt Mixer Grinder by Priish,Wattage,More than 1000 W,5990,Pack
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5053,Lifetime 1400 Watt Mixer Grinder by Priish,Color,black,5990,Pack
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5054,Mixer Grinder Yuvi,Brand,Sparrow,870,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5054,Mixer Grinder Yuvi,Grinder Type,Food Mixer,870,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5054,Mixer Grinder Yuvi,Model Number,SPC-046 YUVI,870,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5054,Mixer Grinder Yuvi,Usage/Application,MIXER,870,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5054,Mixer Grinder Yuvi,Wattage,400 W - 500 W,870,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5054,Mixer Grinder Yuvi,Color,WHITE & BLACK,870,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5055,Juicer Mixer Grinder Apache,Brand,SPARROW,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5055,Juicer Mixer Grinder Apache,Grinder Type,Juicers,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5055,Juicer Mixer Grinder Apache,Model Number,SPC-048 APACHE,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5055,Juicer Mixer Grinder Apache,Usage/Application,JMG,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5055,Juicer Mixer Grinder Apache,Wattage,501 W - 750 W,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5055,Juicer Mixer Grinder Apache,Color,WHITE & BLACK,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5055,Juicer Mixer Grinder Apache,Power,500W,1150,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Color,"White,voilet,opal",2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Model Number,K-1001,2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Brand,SILVERLINE,2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Grinder Type,Multi grinder,2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Power,450-500wt.,2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Capacity,1.25ltr.,2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Brand,Silverline,2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5056,Juicer Mixer Grinder,Wattage,501 W - 750 W,2100,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5057,"Prestige 4118 550 W Juicer Mixer Grinder  (Multicolor, 3 Jars)",Brand,Prestige,2950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5057,"Prestige 4118 550 W Juicer Mixer Grinder  (Multicolor, 3 Jars)",Grinder Type,JMG,2950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5057,"Prestige 4118 550 W Juicer Mixer Grinder  (Multicolor, 3 Jars)",Model Number,41180,2950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5057,"Prestige 4118 550 W Juicer Mixer Grinder  (Multicolor, 3 Jars)",Wattage,501 W - 750 W,2950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5058,JUICER MIXER GRINDER,Wattage,501 W - 750 W,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5059,BWPL RIO Mixer Grinder colour virgin handle 2 colour,Wattage,300 W - 500 W,699,Box
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5059,BWPL RIO Mixer Grinder colour virgin handle 2 colour,Grade,Economy,699,Box
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5059,BWPL RIO Mixer Grinder colour virgin handle 2 colour,Product Type,House use 12  month motor warranty cut Compton jar finish,699,Box
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5060,"Prestige 4118 550 W Juicer Mixer Grinder  (Multicolor, 3 Jars)",Place Of Origin,india,2950,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Brand,SWAROOP,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Grinder Type,jUICER MIXER GRINDER,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Spare Part Name,KENSTAR,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Model Number,1,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Usage/Application,Home Appliances,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Color,any,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Power,550,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5061,JUICER MIXER GRINDER,Place Of Origin,mumbai,1500,PIECES
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5062,Sujata JMG jali,Grinder Type,Juicer Jali,399,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5062,Sujata JMG jali,Model Number,Sujata JMG,399,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5062,Sujata JMG jali,Spare Part Name,Juicer Jali,399,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5062,Sujata JMG jali,Brand,Sujata,399,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5062,Sujata JMG jali,Power,900watt,399,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5062,Sujata JMG jali,Color,Stainless steel,399,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5062,Sujata JMG jali,Capacity,Stainless steel,399,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5063,JUCIER MIXER GRINDER,Brand,Kenton,1499,No
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5064,Double USB Juicer Smoothie Maker 380 mL,Usage/Application,"Juicer,Smoothies,Shakes",350,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5064,Double USB Juicer Smoothie Maker 380 mL,Color,Multicolour,350,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5065,Estella Juicer Mixer Grinder,Grinder Type,JUICER MIXER GRINDER,1999,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5066,"Usha Juicer Mixer Grinder JMG 3442 Classic 2 Jars, White",Brand,Bajaj,2600,Pack
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5066,"Usha Juicer Mixer Grinder JMG 3442 Classic 2 Jars, White",Grinder Type,Juicers,2600,Pack
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5066,"Usha Juicer Mixer Grinder JMG 3442 Classic 2 Jars, White",Wattage,300 W - 500 W,2600,Pack
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5067,Estella Juicer Mixer Grinder,Brand,BORG,1999,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5067,Estella Juicer Mixer Grinder,Wattage,300 W - 500 W,1999,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5068,Prima Plus Juicer Mixer Grinder,Wattage,300 W - 500 W,2708,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5068,Prima Plus Juicer Mixer Grinder,Brand,BORG,2708,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5068,Prima Plus Juicer Mixer Grinder,Grinder Type,Juicer Mixer Grinder,2708,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5069,"Prestige JMG Champ 550 W Juicer Mixer Grinder  (White, 3 Jars)",Grinder Type,"Centrifugal Juicer  Easy and quick juicing,ideal for larger fruits and veggies",3099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5069,"Prestige JMG Champ 550 W Juicer Mixer Grinder  (White, 3 Jars)",Model Number,Juicer Mixer Grinder,3099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5069,"Prestige JMG Champ 550 W Juicer Mixer Grinder  (White, 3 Jars)",Brand,PRESTIGE,3099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5069,"Prestige JMG Champ 550 W Juicer Mixer Grinder  (White, 3 Jars)",Usage/Application,"Suitable for Dry Grinding,Juicing,Blending,Chutney Grinding,Wet Grinding",3099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5069,"Prestige JMG Champ 550 W Juicer Mixer Grinder  (White, 3 Jars)",Power,550 W,3099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5069,"Prestige JMG Champ 550 W Juicer Mixer Grinder  (White, 3 Jars)",Color,WHITE,3099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5069,"Prestige JMG Champ 550 W Juicer Mixer Grinder  (White, 3 Jars)",Capacity,1.25 L,3099,Piece
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5070,Kritika - Mini Matka 450 Watts 2 Jar (White),Place Of Origin,India,825,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5070,Kritika - Mini Matka 450 Watts 2 Jar (White),Brand,KRITIKA,825,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5070,Kritika - Mini Matka 450 Watts 2 Jar (White),Grinder Type,Feed Processing Machine,825,Set
Juicer Mixer Grinder,"Washing Machine, Microwave Oven, Induction Cooker & Home Appliances",5070,Kritika - Mini Matka 450 Watts 2 Jar (White),Wattage,300 W - 500 W,825,Set
